pres_nm,facil_sn,brno,voucher,FCLTY_NM,FCLTY_TY_NM,CTPRVN_NM,CTPRVN_CD,FULL_ADDR,RSPNSBLTY_TEL_NO
원진국,1,7460100909,True,비엔알(B&R)휘트니스,헬스,경기,41,경기도 부천시 조마루로 3874층 비앤알휘트니스(원미동),0326656989
이복용,1,4049705828,True,아이두운동발달센터,기타종목,경기,41,경기도 시흥시 도일로 110-2502호(거모동),
원명인,1,7569501715,True,송암점프윙스,기타종목,경기,41,경기도 이천시 증신로291번길 119-15층 (송정동)(송정동),
박한식,1,5569800679,True,GB 순천 주짓수 킥복싱,복싱,전남,46,전라남도 순천시 해룡면 매안로 1112층 체육관,0617272112
김지성,1,6459601687,True,베스트아이스포츠클럽,축구,경기,41,경기도 의정부시 민락로 392301호(낙양동),0319287483
박철현,1,3477700240,True,크로스스포츠아카데미,농구,충북,43,충청북도 청주시 청원구 새터로 212크로스스포츠아카데미(사천동),0432154799
정진우,1,4759900625,True,용인대국가대표태권도,태권도,경기,41,경기도 남양주시 다산지금로 141제일프라자 503호(다산동),
조예은,1,3889900559,True,청라정석태권도장,태권도,인천,28,인천광역시 서구 청라커낼로260번길 114층 정석태권도장(청라동),0322017001
박철민,1,2149861355,True,세종대 아이태권도,태권도,경북,47,경상북도 경주시 현곡면 용담로 548-183층 303호 세종대아이태권도,
김영범,19340,1259191211,True,용인대내혜홀태권도장,태권도,경기,41,경기도 안성시 내혜홀2길 58(아양동),0316713716
김슬기,1,8163301208,True,노원피스톤체대입시,기타종목,서울,11,서울특별시 노원구 노해로 451지하1층 노원피스톤체대입시(상계동),029303381
최정욱,1,7713801287,True,에스비엠에스멀티짐(주짓수&킥복싱),기타종목,부산,26,부산광역시 북구 화명대로 44지하1층 SBMS(화명동),0513623356
김성민,1,2172125467,True,챔피언스축구교실,축구,광주,29,광주광역시 서구 유덕로 100상지풋살(덕흥동),
정홍숙,1,5872900639,True,다사요가&필라테스,요가,대구,27,대구광역시 달성군 다사읍 다사로 78다사요가앤필라테스 1층,
박진우,1,1939000278,True,북문태권도,태권도,울산,31,울산광역시 북구 신천로 293층 북문태권도(신천동),0522968808
정현빈,1,6370202823,True,엔돌 필라테스,필라테스,전남,46,전라남도 여수시 선소로 572층(학동),0616811386
정정아,1,5490602733,True,반하다필라테스&요가,필라테스,경기,41,경기도 평택시 평남로 9331동 403호(비전동),0316915655
최영진,23608,7049600217,True,천명태권도장,태권도,인천,28,인천광역시 부평구 부평문화로 167천명태권도장(부개동),
윤다금,1,6028703008,True,주식회사뉴힐링라이프재활운동센터,기타종목,전북,52,전라북도 전주시 덕진구 기린대로 489한나여성의원1층(덕진동1가),0637152108
양혜정,20685,6169333007,True,한체대 인화 태권도 체육관,태권도,제주,50,제주특별자치도 제주시 고마로 13-113-1번지(일도이동),0647580620
노현종,1,4149840718,True,함양유도관,유도,경남,48,경상남도 함양군 함양읍 용평중앙길 83층 함양유도관,0559648004
최현우,1,5670101154,True,주짓수몬스터,기타종목,전북,52,전라북도 익산시 부송1로 903층 주짓수몬스터(부송동),
박정식,1,4101977052,True,철인헬스클럽,헬스,광주,29,광주광역시 서구 운천로 46(금호동),0623835001
이병남,1,6650302918,True,동원주테니스스쿨,테니스,강원,51,강원특별자치도 원주시 번재길 383동원주테니스장(봉산동),0327317806
김종덕,3,4279400790,True,경희대성빈태권도(대동관),태권도,대전,30,대전광역시 동구 동대전로46번길 293층 경희대 성빈태권도(대동),
이성주,1,1368702161,True,주식회사 월드클래스태권도 WORLDCLASS,태권도,경기,41,"경기도 김포시 걸포2로 45A동 301,302,303호(걸포동, 파인스타에듀2)",0319818090
김승우,1,5460302903,True,존프랭클 주짓수 DTWGYM,주짓수,서울,11,서울특별시 성북구 삼양로 371층 주짓수체육관(길음동),
김태균,1,1549801657,True,지니어스 음악줄넘기센터,기타종목,부산,26,부산광역시 남구 용호로 204-12층 지니어스음악줄넘기센터(용호동),0519177330
문경희,1,1952301849,True,지니월드짐,헬스,인천,28,인천광역시 부평구 평천로 4004층 지니월드짐(삼산동),
우영오,1,6369401961,True,헬로키즈풀,수영,경기,41,"경기도 용인시 처인구 명지로16번길 26상가동(역북동, 용인명지대역동원로얄듀크)",0313358887
윤진호,1,6139210425,True,독수리태권도,태권도,경남,48,경상남도 진주시 진주대로 1319하이클래서웰가상가동201호(이현동),0557478857
이태영,1,8969901495,True,한국파워점핑줄넘기클럽 별내점,기타종목,경기,41,"경기도 남양주시 순화궁로 357화성프라자, 2층 205-206호(별내동)",
황수진,1,2921201222,True,해동검도 우리아이검도스쿨 ,검도,울산,31,울산광역시 중구 종가로 7453층 우리아이검도스쿨(장현동),0522941525
강주연,1,7359701764,True,율무용학원,발레,경기,41,경기도 광주시 새말길 733층 율무용학원(신현동),0317184425
조순영,1,6163095745,True,조순영요가&필라테스,요가,제주,50,제주특별자치도 서귀포시 호근남로 22-72층(호근동),0647336680
진수근,1,8979601745,True,백호축구클럽,축구,부산,26,"부산광역시 동래구 온천천로337번길 122층, 백호축구클럽(낙민동)",
유시창,1,1319225862,True,부국태권도,태권도,인천,28,"인천광역시 연수구 경원대로119번길 21풍림상가2층 부국태권도(동춘동, 연수2차풍림아파트)",0328185262
김한울,1,2229915091,True,청솔태권도장,태권도,경기,41,경기도 고양시 일산서구 강선로 96상가동 201호(주엽동),0319187675
박은균,1,3089605542,True,박영길복싱클럽,복싱,전북,52,전라북도 익산시 하나로4길 63층(어양동),0638312151
김태균,1,7139201944,True,지니어스 음악줄넘기 대연레전드점,기타종목,부산,26,부산광역시 남구 진남로165번길 102층(문현동),
이준규,1,7594200913,True,첨단킥복싱다이어트 첨단팀맥,복싱,광주,29,광주광역시 광산구 월계로 203오션스파 3층 첨단팀맥(월계동),
김남국,1,6162169361,True,천지합기도,합기도,제주,50,제주특별자치도 서귀포시 중앙로 1682층 천지합기도(동홍동),0647338060
서준혁,1,5780303137,True,대현주짓수,기타종목,울산,31,울산광역시 남구 수암로 1772층 대현주짓수(야음동),
김동민,1,8569501752,True,드림FC축구교실,축구,경남,48,경상남도 양산시 물금읍 청운로 350306호 드림축구클럽,
장범순,1,3889500172,True,천하태권도장,태권도,경기,41,"경기도 김포시 김포한강2로 273단지내상가 2층 천하태권도(장기동, 청송마을 모아미래도엘가)",0319988633
공병배,21985,3052692161,True,합기도 국술관 강한도장,합기도,대전,30,대전광역시 동구 대전로 1012(홍도동),0426353759
조경숙,6402,4021459441,True,이화댄스아카데미,에어로빅,전북,52,전북 전주시 덕진구 우아동2가561-7 윤현빌딩 6층,
유예준,1,8370902228,True,주짓수코어 오천지부,기타종목,경북,47,경상북도 포항시 남구 오천읍 냉천로 302주짓수코어 오천지부,
차지훈,1,2070880407,True,패밀리짐 상인,헬스,대구,27,대구광역시 달서구 월곡로 1844층(상인동),0532143387
박정자,2,3129184463,True,박정자발레스쿨학원,무용(발레 등),충남,44,충청남도 아산시 배방읍 북수로 1063층,
신우재,1,8689901675,True,팀파이브스포츠클럽,농구,경기,41,경기도 부천시 원미구 길주로431번길 241층 우측(춘의동),0326633631
박혜경,1,8059101931,True,안중검도관,검도,경기,41,경기도 평택시 안중읍 안현로서8길 15안중검도관,
김진,26308,3079900225,True,계명대케이태권스쿨,태권도,대구,27,"대구광역시 북구 매전로 73주상가 2층 205호 계명대케이태권스쿨(태전동, 태전휴먼시아1단지)",
임상혁,1,7509201958,True,꿈나무MTA태권도&줄넘기클럽,태권도,서울,11,"서울특별시 서대문구 통일로25길 30상가 3층 304호(홍제동, 홍제한양아파트)",027397727
문종윤,21699,2270634596,True,로드FC종합격투기 고려전통무예원,합기도,강원,51,강원특별자치도 속초시 만천7길 13-2(교동)1층 고려전통무예원,0336386611
이승무,7093,1289183836,True,리틀아이태권도장,태권도,경기,41,경기도 파주시 청석로 302상가 내 단지 3층 리틀태권도(다율동),
고성호,9932,2249109702,True,라온태권도,태권도,강원,51,강원 원주시 태장동128-1 동보렉스@B상가,0337449224
임나영,1,7722001761,True,새싹필라테스,필라테스,경기,41,경기도 남양주시 별내3로 3262층201호(별내동),
홍석철,1,6029669996,True,마스터 에이치(Master H) 어울림태권도장,태권도,경기,41,경기도 안산시 상록구 구룡로 42층(일동),03180329977
신혜영,1,6691202381,True,줄넘기세상,기타종목,대구,27,대구광역시 북구 내곡로 81부광빌딩 403호(사수동),
구학서,1,2369102089,True,조이줄넘기클럽 앤 태권짱,태권도,경기,41,경기도 성남시 수정구 수정로 2303층(신흥동),0316023159
박준호,1,8829501654,True,해오름태권도장,태권도,대전,30,대전광역시 중구 대종로 2052층(석교동),0422722712
공경섭,1,1109251849,True,용인대 송향태권도장,태권도,서울,11,서울특별시 은평구 불광로 545층 태권도(불광동),023573024
남광태,1,1319189267,True,경희대나래태권도,태권도,인천,28,인천광역시 남동구 에코중앙로156번길 13-173층 경희대나래태권도(논현동),0324339993
황태근,1,8482701280,True,동탄펜싱클럽,펜싱,경기,41,경기도 화성시 여울로4길 544층동탄펜싱클럽(능동),
김태영,1,6549801521,True,루츠댄스학원,댄스,서울,11,서울특별시 강북구 노해로 1072층 루츠댄스학원(수유동),029820806
박해진,1,4979100288,True,와일드 복싱짐 매탄관 ,복싱,경기,41,경기도 수원시 영통구 매여울로61번길 17와일드복싱짐 매탄관(매탄동),0312132201
김동건,1,8389001614,True,행복한 태권도,태권도,충남,44,"충청남도 아산시 어의정로 184상가3동106.107.108호 행복한 태권도(풍기동, 아산풍기이지더원아파트)",0415313320
김영준,24808,3079062698,True,용인대 참샘 태권도,태권도,세종,36,세종특별자치시 한누리대로 201712호(나성동),0448629054
정관호,1,1848102867,True,주식회사 조선태권도장,태권도,전남,46,전라남도 함평군 함평읍 영수길 992층 201호,0613239968
임명호,1,7657600290,True,구월동 주짓수(송도건2지관),기타종목,인천,28,인천광역시 남동구 독점로30번길 13층(구월동),0324672200
박수진,1,2023261808,True,지움바디필라테스 목동점,필라테스,대전,30,"대전광역시 중구 동서대로 13883층(목동, 금호한사랑아파트)",0422420110
정호주,1,1619002115,True,장무1태권도,태권도,부산,26,부산광역시 사상구 양지로 42주례동일2차아파트 상가동 302호(주례동),0513137337
전세범,1,8831400080,True,코치짐,요가,서울,11,서울특별시 송파구 오금로 247지층(방이동),024163040
채홍민,1,6489801190,True,도담합기도체육관,합기도,경기,41,경기도 수원시 팔달구 팔달문로130번길 69아이월드 208호(우만동),0313050040
심완보,1,8112201702,True,레몬핏휘트니스,헬스,서울,11,서울특별시 노원구 동일로 1596송헌빌딩3층 레몬핏휘트니스(상계동),029391188
윤민이,1,5909101382,True,몸이야필라테스봉선점 평생교육원,필라테스,광주,29,광주광역시 남구 봉선로 901층(봉선동),0626517776
박남서,1,5128300068,True,영주실내수영장,수영,경북,47,경상북도 영주시 대학로153번길 10(가흥동),0546393924
이용건,4,1028230107,True,여수공공스포츠클럽(망마국민체육센터),배드민턴,전남,46,전라남도 여수시 소호로 392.(소호동),0616928225
김응렬,16204,3119052559,True,청솔체육관,태권도,충남,44,충청남도 당진시 송악읍 월곡로 11청솔태권도장,0413586178
김진혁,1,7876400623,True,강북리드FC축구교실,축구,서울,11,서울특별시 강북구 인수봉로 310강북리드FC축구교실(수유동),
박신실,1,1409099379,True,경희대석사하중체육관,태권도,경기,41,경기도 시흥시 하중로 2074층(하중동),
오청균,1989,1249286726,True,한체대국가대표태권도장,태권도,경기,41,,0316133916
이종삼,1705,3039032455,True,태권도한국체육관,태권도,충북,43,충북 음성군 음성읍읍내리333-23신장호상가,
강대하,1,7529301553,True,용인대SM복싱클럽,복싱,경기,41,경기도 부천시 원미구 부흥로315번길 613층 용인대SM복싱클럽(중동),0323212777
최승원,1,4431500744,True,거인합기도,합기도,서울,11,서울특별시 강서구 화곡로24길 472층 거인합기도(화곡동),0226056913
윤세진,1,3385800643,True,린필라테스앤요가,요가,강원,51,강원특별자치도 원주시 모란1길 70수정프라자201호(우산동),0337441988
전원탁,1,5160701221,True,나인필라테스 미사점,필라테스,경기,41,경기도 하남시 미사강변중앙로 2263층 306호(망월동),0317916990
이도환,1,7609301573,True,대연우리아이태권도,태권도,부산,26,"부산광역시 남구 진남로36번길 50상가2층(대연동, 대연극동아파트)",
허찬영,1,2049421926,True,누리찬태권도,태권도,부산,26,부산광역시 북구 만덕3로16번길 922층(덕천동),0513631271
김준하,1,1409501394,True,용인대패밀리태권도장,태권도,대구,27,"대구광역시 동구 신암남로 50상가 3층 용인대패밀리태권도장(신암동, 신암건영캐스빌)",0539514441
오민정,1,5619201585,True,동원행복태권도장,태권도,경남,48,경상남도 김해시 삼안로 224206호,0553313003
김영훈,1,8219901623,True,두산태권도장,태권도,서울,11,"서울특별시 구로구 도림로 59상가301동302호(구로동, 구로두산아파트)",028687942
강나영,1,6771301610,True,묵타요가,요가,충북,43,충청북도 청주시 청원구 율중로79번길 8301호(율량동),
이승원,1,1869601742,True,이승원 유도관(진접점),유도,경기,41,경기도 남양주시 진접읍 장현로 773층 318호 이승원 유도관(진접점),0315276562
변지훈,1,6079556903,True,지기지우 태권도,태권도,광주,29,광주광역시 북구 첨단연신로 194상가동 3층 302호(신용동),
정혜진,1,5305800711,True,바디스타짐3호점,헬스,충남,44,충청남도 홍성군 홍성읍 조양로33번길 7-1b동 2층 바디스타짐3호점,
김경혜,1,1838101676,True,주식회사 김경혜심리발달클리닉,기타종목,인천,28,인천광역시 서구 원적로 120인성프라자 502. 403호(가좌동),0325723434
최상기,2416,2238204890,True,재단법인인제군문화재단,기타종목,강원,51,강원 인제군 인제읍남북리비봉로44번길,0334602086
김은정,2,3389101668,True,점프스쿨에코센터,기타종목,전북,52,전라북도 전주시 덕진구 세병로 178-8백송빌딩4층(송천동2가),0632782505
윤준길,1,5960702380,True,바이블 짐,헬스,인천,28,인천광역시 연수구 학나래로6번길 66층(선학동),0328177900
이서정,1,1967000449,True,고양축구교실,축구,경기,41,경기도 고양시 일산동구 중산로 235b101 고양축구교실(중산동),
주광덕,22427,1328303272,True,남양주시청(별내커뮤니티센터),수영,경기,41,경기도 남양주시 순화궁로 313아쿠아 아레나 50 별내커뮤니티센터(별내동),0315601445
김영광,1,4658501483,True,바디홀릭필라테스만수역점,필라테스,인천,28,인천광역시 남동구 백범로 123상지프라자 4층 바디홀릭필라테스만수역점(만수동),0324659682
공남호,1,6089161022,True,공남호아동발달연구소,필라테스,경남,48,경상남도 창원시 마산회원구 구암남1길 57-21층(구암동),0552922449
윤진숙,1,5129901068,True,정무합기도,합기도,경남,48,경상남도 진주시 초북로 54효원빌딩 401호(초전동),0557633115
진유미,1,2089121738,True,국가대표청명태권도장,태권도,경기,41,경기도 포천시 삼육사로2111번길 10-21층 국가대표청명태권도장(선단동),0315426168
함란주,1,2580502636,True,꿈꾸는 놀이터 아동발달센터,기타종목,경기,41,"경기도 수원시 권선구 곡반정로 160A동 3층 318호,319호(곡반정동, 라퍼스트)",
송경천,1,8643101353,True,내몸에미소,기타종목,경기,41,경기도 화성시 동탄지성로 134한솔프라진 5층 503호(능동),0316131211
윤승훈,1,6109131045,True,용인대태권스쿨,태권도,울산,31,울산광역시 울주군 언양읍 방천7길 111층 용인대태권스쿨(이즈빌),0522646882
김춘상,6595,1239139897,True,월드용인대 석사태권도,태권도,경기,41,경기도 안산시 단원구 화정로 552층 월드체육관(와동),0314750022
정윤서,1,8040802691,True,런투유 점핑다이어트,기타종목,부산,26,부산광역시 북구 양달로4번길 173층(화명동),
김세원,1,2339601655,True,청룡합기도 명문도장,합기도,대구,27,대구광역시 달서구 월배로 245층 청룡합기도(진천동),0536332877
송종철,1,1289116720,True,중앙석사체육관,태권도,경기,41,"경기도 고양시 덕양구 화중로 177달빛마을신안상가지층1,2호(화정동)",0319626777
하은희,1,3262801244,True,moredance,댄스,인천,28,인천광역시 중구 자연대로 47(중산동)709호 moredance,
김재현,1,2499602116,True,거제 제일합기도,합기도,경남,48,경상남도 거제시 상동1길 203층 제일합기도(상동동),
박은혜,6861,2261040831,True,박은혜파워댄스,에어로빅,강원,51,강원도 강릉시 경강로 2166지하1층(새창토스트 건물),0336484416
김이택,1,8799301824,True,충렬검도관,검도,부산,26,부산광역시 동래구 명장로64번길 72층(명장동),0515256766
이동진,2,8078501464,True,터닝포인트짐 주안점,헬스,인천,28,인천광역시 미추홀구 미추홀대로 7304층 터닝포인트짐(주안동),0324429992
김누리,1,7699201762,True,삼송유도회관,유도,경기,41,경기도 고양시 덕양구 삼송로 1402층 삼송유도회관(삼송동),0221355531
정순일,1,5359000604,True,백호 태권도장,태권도,인천,28,인천광역시 남동구 청능대로595번길 175층 백호태권도(논현동),0324429996
송승재,2,4889401678,True,밝은i태권도장,태권도,광주,29,"광주광역시 북구 운암산길 48114(그린생활시설)덩 105호(동림동, 동림동 대광로제비앙 아파트(동림동, 동림동 대광로제비앙 아파트)",0625156008
한미경,1,6434000273,True,바른메디요가,요가,부산,26,부산광역시 수영구 수영로741번길 29401호(수영동),0517546888
이상오,1,5079744663,True,초곡합기도이루다,기타종목,경북,47,경상북도 포항시 북구 흥해읍 초곡지구로52번길 10-12층 합기도이루다,0542788853
이상국,6079,2279009344,True,백두 태권도 전문도장,태권도,강원,51,강원 속초시 교동764-66 금화빌딩 3층 백두 태권도 전문도장,0336353545
임종준,1,2249359166,True,합기도태심관,합기도,경북,47,경상북도 경주시 용담로104번길 10우주빌라 상가2층(황성동),0547497891
김수영,1,7260402734,True,노비스짐 포남점,헬스,강원,42,"강원특별자치도 강릉시 하평1길 204층,5층 노비스짐(포남동)",0336519682
권정은,1,8987200587,True,해동검도 노형도장,검도,제주,50,제주특별자치도 제주시 수덕로 69(노형동) 4층,0647117978
박연표,1,2420900776,True,지락펀락클라이밍센터,기타종목,전북,52,전라북도 익산시 인북로 3252층(신동),
김행함,1,4749101983,True,지티복싱,복싱,전북,52,전라북도 고창군 고창읍 성산1길 82층 GT 복싱,0635637787
이은우,1,1079511804,True,천동관경찰합기도,합기도,서울,11,서울특별시 강서구 강서로45길 1102층 천동관경찰합기도(내발산동),0226619050
김찬우,1,3149701892,True,저스트유도짐,유도,경기,41,경기도 안양시 만안구 박달로479번길 5지하1층 저스트유도(박달동),07040278118
황정환,1,1171429753,True,제이피연세 로이스포츠센터,축구,서울,11,서울특별시 강서구 화곡로 161(화곡동),0226962831
하신호,1,6873800208,True,엠트레이닝센터,기타종목,경남,48,경상남도 창원시 마산회원구 내서읍 호계본동로 11스마일빌딩 301호,0552313545
조용성,1,8579501639,True,혁신바둑학원,기타종목,경남,48,경상남도 진주시 범골로54번길 19경남 진주시 범골로54번길 19(충무공동) 303호,
이호진,1,1733901097,True,더좋은피트니스,헬스,경기,41,경기도 용인시 수지구 손곡로 95송란빌딩 B1 더좋은피트니스(동천동),0312619679
오세화,1,6112400728,True,브레이브힐 기구필라테스(장현점),필라테스,경기,41,경기도 남양주시 진접읍 봉현로 252층,0315756700
이동효,1,3679600395,True,원흥비전태권도장,태권도,경기,41,경기도 고양시 덕양구 도래울3로 44층 원흥비전태권도장(도내동),0319651198
김효정,1,7139801612,True,더 발라레필 발레학원,발레,경기,41,경기도 고양시 덕양구 지정로 77503호(지축동),
염대관,2567,1259064416,True,박사27체육관,태권도,경기,41,경기 안성시 공도읍 진사리 348 2층 201호 ,0316552701
위대한,1,3699901483,True,삼성태권도장,태권도,경기,41,경기도 김포시 감정로 421차상가 204~205(감정동),0319987778
주승현,1,7479701433,True,더원태권도,태권도,광주,29,광주광역시 남구 효천2로 28303호 더원태권도(임암동),
윤인아,1,1353270012,True,동탄 미라클 농구 배드민턴 교실,배드민턴,경기,41,경기도 오산시 외삼미로152번길 12미라클스포츠클럽(외삼미동),0312247696
허득무,1,1098212279,True,국제경찰무도연맹,기타종목,경기,41,경기도 김포시 양촌읍 양곡2로 21배원빌딩 2층 국제경찰무도연맹,0319817279
이현찬,2802,1108211907,True,은평구시설관리공단,검도,서울,11,서울특별시 은평구 진관1로 40 (진관동),023505305
신근언,2,7119200371,True,용인대국가대표태권도장(아산지점),태권도,충남,44,충청남도 아산시 탕정면 탕정면로 54-14탕정캐슬2층,0415476683
박종기,1,8529900104,True,박종기 최우수 태권도장,태권도,대구,27,대구광역시 수성구 달구벌대로669길 40B동 박종기최우수태권도/사월최우수EMP줄넘기(사월동),0537929324
정상섭,2,2241294960,True,북원탁구클럽,탁구,강원,51,강원도 원주시 나비허리길 375층 북원탁구클럽(단구동),0337657979
박지현,1,2629501715,True,지현발레아카데미학원,발레,대구,27,대구광역시 북구 매천로 1245층 501호 지현발레(매천동),
강률,1,6859201799,True,국가대표 상무 태권도장,태권도,경기,41,경기도 안산시 단원구 초지동로 73401호.402호(초지동),0314390123
이다은,1,4249000473,True,라온무용학원,발레,대전,30,"대전광역시 대덕구 대덕대로 1555상가동 203호(석봉동, 금강엑슬루타워)",0423697554
박형기,1,8769501533,True,기무태권도,태권도,부산,26,부산광역시 남구 석포로 483층 기무태권도(감만동),0516353695
배호진,1,3599801738,True,태권이든,태권도,전북,52,전북특별자치도 익산시 서동로 862층 태권이든(동산동),
김남주,1,1404401112,True,바디힐필라테스정읍점,필라테스,전북,52,전라북도 정읍시 중앙로 56금오빌딩7층 바디힐필라테스(연지동),
이윤경,2,7411700996,True,뮤지컬컴퍼니,기타종목,서울,11,서울특별시 광진구 뚝섬로55길 25지하(자양동),
오원석,1,1029010862,True,우리짐,헬스,경기,41,경기도 파주시 와석순환로 86지앤지프라자 5층 머슬텐휘트니스(야당동),0319486882
이진경,1,6861701344,True,누솜필라테스앤번지교육협회,필라테스,경기,41,"경기도 고양시 덕양구 꽃마을로 37DMC스타비즈 3블럭 819,820,821(향동동)",
천상우,2,6729401671,True,리버스 주짓수 킥복싱,복싱,광주,29,광주광역시 남구 독립로 234층 리버스킥복싱짐(백운동),
주홍일,1,7105700737,True,바디스타 휘트니스 용문가장점,헬스,대전,30,대전광역시 서구 도산로 3306층(용문동),0425366652
김건일,1,3149285693,True,스마트태권도,태권도,대전,30,대전광역시 서구 원도안로 433층 스마트태권도(도안동),0425461112
정지숙,2,5392500796,True,볼러스레인(군산점),볼링,전북,52,전라북도 군산시 나운로 4(문화동) 현대코아지하1층,0634630925
조종연,1,2449700634,True,블랙벨트센터태권도장,태권도,강원,51,강원도 원주시 오리현길 16-92층 블랙벨트센터(반곡동),0337638484
지영민,1,8474600668,True,그레이 스케이트보드,기타종목,충남,44,"충청남도 천안시 서북구 천안천4길 32상생상가 3호 그레이 스케이트보드(와촌동, 천안역세권 지역전략사업지원 행복주택)",0414170574
박소라,1,4760103249,True,노보클라이밍,기타종목,경북,47,경상북도 구미시 인동북길 1212층 노보클라이밍(인의동),
박윤영,1,3609801285,True,블랙벨트태권도장,태권도,강원,51,강원도 원주시 단구로 410세경상가 2층 블랙벨트태권도장(단구동),0337347950
강수경,1,2143401850,True,라텔주짓수 고척,기타종목,서울,11,서울특별시 구로구 경인로 3974층 401호(고척동),
채정민,1,7543600504,True,바디멀티기구필라테스 평생교육원,필라테스,서울,11,서울특별시 중랑구 동일로 7953층(중화동),024343209
임태윤,1,6159165104,True,큰마루태권도교육관,태권도,경남,48,경상남도 김해시 능동로 31소마빌딩 5층(삼문동),0553126767
이호근,1,1274719885,True,바디랩스,헬스,경기,41,경기도 의정부시 부용로 95202호 바디랩스(금오동),
곽혜성,1,4654600904,True,하루고요요가&명상,요가,서울,11,서울특별시 서초구 서초중앙로28길 14B1층(서초동),
박병근,17353,6201092981,True,최강합기도스쿨,합기도,울산,31,울산 동구 전하동633-5번지 등원상가 302호,0522356650
조소연,1,7341100768,True,연요가필라테스,요가,대구,27,대구광역시 수성구 화랑로 50(만촌동),0537422203
조이삭,1,5953601210,True,해동검도 문흥도장,검도,광주,29,광주광역시 북구 서하로 3776층 해동검도(문흥동),0624301530
박효곤,2,7299701148,True,용인대본오태권도장,태권도,경기,41,경기도 안산시 상록구 각골서로 441층 용인대본오태권도장(본오동),0315025754
전춘성,1,4068300026,True,진안군청(국민체육센터),수영,전북,52,전라북도 진안군 진안읍 우화2길 47-9진안군 국민체육센터,0634302375
황우길,20190,4189069953,True,진안바른길태권도,태권도,전북,52,전라북도 진안군 진안읍 진무로 1073진안바른길태권도,0634330377
전춘성,2,4068300026,True,진안고원 골프연습장,골프,전북,52,전라북도 진안군 진안읍 우화2길 33-16골프연습장,0634308728
김기웅,1,8430802449,True,kn피트니스,헬스,부산,26,부산광역시 연제구 법원북로 452층(거제동),
정우재,6316,1179122576,True,와이짐 카파FC,축구,서울,11,서울 마포구 상암동 월드컵북로 502월드컵로42길30(상암동),
오세한,1,3149286940,True,로하스복싱클럽,복싱,대전,30,대전광역시 유성구 신성남로 517층 로하스복싱클럽(신성동),0428611211
안성원,5295,5029206499,True,해오름태권도,태권도,대구,27,대구 수성구 수성동4가1119-465층,
정영수,1,5439701753,True,으뜸 힘찬 태권도장,태권도,경남,48,경상남도 진주시 진주대로1208번길 16상가 2층 201호 으뜸 힘찬태권도장(상봉동),0557425979
이정우,1,4054001438,True,블랙스톤 주짓수 영광점,주짓수,전남,46,전라남도 영광군 영광읍 천년로 15032층 주짓수체육관,
옥득진,1,2579301228,True,옥득진프로바둑학원 ,기타종목,세종,36,세종특별자치시 한누리대로 1828시드니블루 603호(반곡동),
윤석현,1,4899201930,True,와이(Y)-스포츠센터,축구,경기,41,경기도 포천시 송선로195번길 26Y-스포츠센터(설운동),
손은희,1,6162244936,True,손은희의 힐링숲,요가,제주,50,제주특별자치도 제주시 조천읍 신촌남1길 69-12층 손은희의 힐링숲,0647520072
이재청,1,2300901506,True,캘리포니아피트니스,헬스,경기,41,경기도 포천시 구절초로 55캘리포니아피트니스(신읍동),0315339696
이영래,1,1032200728,True,진안용담승마클럽,승마,전북,52,전라북도 진안군 용담면 대송로 20-3진안용담승마클럽,0634335004
이정우,1,5801001727,True,피포유축구교실,축구,경기,41,"경기도 시흥시 해송십리로 472-12104동 1404호(정왕동, 시흥배곧신도시 이지더원1차 더 퍼스트)",03180723522
박근종,2939,2098206999,True,성북구도시관리공단(성북구민체육관),기타종목,서울,11,서울특별시 성북구 화랑로13길 144(하월곡동),0222410651
윤민호,19660,1099186545,True,하늘찬태권도장,태권도,인천,28,"인천광역시 중구 하늘달빛로 139이편한세상 센텀베뉴 단지내 상가 108, 109호(중산동, e편한세상 영종국제도시센텀베뉴)",
박정진,1,5218502026,True,파인미필라테스,필라테스,서울,11,서울특별시 송파구 충민로2길 34501호(장지동),
임소리,1,4274800925,True,솔라필라테스,필라테스,경기,41,경기도 구리시 산마루로 19진영트윈타워b동401호(갈매동),025745320
류한국,1,5038303659,True,대구광역시서구문화회관,헬스,대구,27,대구광역시 서구 문화로 72서구국민체육센터(이현동),0536633663
주광덕,2882,1328303272,True,남양주체육문화센터,기타종목,경기,41,경기 남양주시 이패동 산95경기 남양주시 이패동 산95,0315601309
복소중,1,1642201853,True,박소현플라잉요가,요가,경기,41,경기도 하남시 감일백제로 169606호 박소현플라잉센타(감이동),
정은비,1,5012551780,True,마천거여와이어주짓수,기타종목,서울,11,서울특별시 송파구 성내천로 124지하(거여동),024009110
변시우,1,6435400590,True,더피트니스 금호점,기타종목,광주,29,광주광역시 서구 화개중앙로87번길 16-2(금호동) 2층,0626717188
김다솜,1,3969601621,True,REPLAY 농구교실,농구,경기,41,경기도 용인시 처인구 남사읍 월곡로 13REPLAY 농구교실,07043332475
이정훈,1,8310801317,True,다나아짐운동재활센터,헬스,경남,48,경상남도 창원시 의창구 창이대로309번길 92층201호(봉곡동),0552377003
송병주,25539,1269138316,True,용인대 창건태권도,태권도,경기,41,경기도 이천시 단월로38번길 1용인대 창건태권도(단월동),0316317676
